liczbaPodzialow,funkcja,bladTrapezow,bladSimpsona,bladCSI
2271,2,7.42774247664002E-9,8.881784197001252E-16,7.427699399986665E-9
2271,3,4.489559529696763E-9,8.326672684688674E-16,4.4895288597857075E-9
2281,1,2.995424511209599E-7,2.2287727219350018E-14,2.9954234417872705E-7
2281,2,7.362757181716972E-9,6.661338147750939E-16,7.3627932084541214E-9
2281,3,4.450281476664486E-9,6.661338147750939E-16,4.450291857249766E-9
2291,1,2.969332085767107E-7,2.2440382885235977E-14,2.9693310868439404E-7
2291,2,7.298622983764602E-9,2.220446049250313E-15,7.298587123560907E-9
2291,3,4.411515402980015E-9,7.216449660063518E-16,4.411483983668418E-9
2301,1,2.9435790967202724E-7,2.0788926136106056E-14,2.9435778206576835E-7
2301,2,7.235321342058398E-9,0.0,7.235356369594825E-9
2301,3,4.373255507728047E-9,8.326672684688674E-16,4.373267414869986E-9
2311,1,2.9181596904181983E-7,1.995625886763719E-14,2.918158530651471E-7
2311,2,7.1728398776116364E-9,5.551115123125783E-17,7.172813287770197E-9
2311,3,4.335489051099373E-9,1.1102230246251565E-16,4.3354741185996915E-9
2321,1,2.893068144355082E-7,2.1344037648418634E-14,2.8930674902949427E-7
2321,2,7.111165822859533E-9,1.6653345369377348E-16,7.111163158324274E-9
2321,3,4.2982110370903825E-9,8.604228440844963E-16,4.298201627950249E-9
2331,1,2.8682988506556484E-7,2.0899948438568572E-14,2.8682975664051646E-7
2331,2,7.0502819138340556E-9,2.220446049250313E-16,7.050305450562178E-9
2331,3,4.261412694939182E-9,1.1657341758564144E-15,4.261411140626947E-9
2341,1,2.843846275274453E-7,2.033095913844818E-14,2.8438450885848177E-7
2341,2,6.990177880972226E-9,7.216449660063518E-16,6.990200418499626E-9
2341,3,4.225082700370919E-9,1.4432899320127035E-15,4.225093191978502E-9
2351,1,2.819705064299738E-7,1.97758476261356E-14,2.8197041948563317E-7
2351,2,6.930839846486236E-9,5.551115123125783E-17,6.9308408456869586E-9
2351,3,4.189216418204467E-9,7.771561172376096E-16,4.1892061763970645E-9
2361,1,2.7958699647112617E-7,1.9609314172441827E-14,2.7958686879547834E-7
2361,2,6.87225215623144E-9,0.0,6.872233171417719E-9
2361,3,4.153804966655628E-9,8.326672684688674E-17,4.153792365624298E-9
2371,1,2.772335799400283E-7,1.9192980538207394E-14,2.772334380118924E-7
2371,2,6.814406594557454E-9,1.6653345369377348E-16,6.8144345721776745E-9
2371,3,4.11884013007402E-9,8.326672684688674E-16,4.118850704948329E-9
2381,1,2.749097533366607E-7,1.8915424782051105E-14,2.74909654623956E-7
2381,2,6.757285508918187E-9,8.881784197001252E-16,6.757255754941127E-9
2381,3,4.084314969565739E-9,9.71445146547012E-16,4.084283744543171E-9
2391,1,2.7261502423547856E-7,1.840194663316197E-14,2.7261494242591944E-7
2391,2,6.700880683663257E-9,4.996003610813204E-16,6.7008932291834356E-9
2391,3,4.0502226017480325E-9,1.1102230246251565E-16,4.0502129983188695E-9
2401,1,2.7034890605348583E-7,1.722233466949774E-14,2.7034884489407496E-7
2401,2,6.645179351227881E-9,6.106226635438361E-16,6.645162198282151E-9
2401,3,4.016555449348758E-9,6.106226635438361E-16,4.016535437578739E-9
2411,1,2.681109272650861E-7,1.8221535391660382E-14,2.6811082579070167E-7
2411,2,6.590170797959871E-9,5.551115123125783E-17,6.590133549977395E-9
2411,3,3.983305796317893E-9,1.609823385706477E-15,3.983272323093701E-9
2421,1,2.659006250183005E-7,1.7305601396344628E-14,2.659005266247849E-7
2421,2,6.5358399803372436E-9,5.551115123125783E-17,6.5358610745747114E-9
2421,3,3.9504678139845595E-9,1.4988010832439613E-15,3.950458848933636E-9
2431,1,2.6371754123510893E-7,1.6361911825413245E-14,2.6371741704278584E-7
2431,2,6.482180514577607E-9,4.996003610813204E-16,6.482158476650568E-9
2431,3,3.918033564254131E-9,1.7208456881689926E-15,3.918013607995263E-9
2441,1,2.615612317430349E-7,1.6014967130217883E-14,2.615611583156596E-7
2441,2,6.429179411071573E-9,5.551115123125783E-17,6.4291632573265645E-9
2441,3,3.885996829877669E-9,8.326672684688674E-16,3.885986810114872E-9
2451,1,2.5943126363836555E-7,1.6181500583911657E-14,2.594311785675263E-7
2451,2,6.376824512877022E-9,5.551115123125783E-17,6.376837446975259E-9
2451,3,3.854352531584837E-9,2.7755575615628914E-16,3.854339986064659E-9
2461,1,2.5732720582150037E-7,1.7139067942650854E-14,2.573271244143971E-7
2461,2,6.325105939009035E-9,5.551115123125783E-17,6.325116153060861E-9
2461,3,3.8230918431025884E-9,1.3322676295501878E-15,3.8230807131167666E-9
2471,1,2.552486413343047E-7,1.5917822615563182E-14,2.55248512798234E-7
2471,2,6.274015584839532E-9,3.885780586188048E-16,6.274043673482055E-9
2471,3,3.7922103512944005E-9,1.1102230246251565E-16,3.792215430564738E-9
2481,1,2.531951606432603E-7,1.61259894326804E-14,2.531950063222599E-7
2481,2,6.223541237915242E-9,4.440892098500626E-16,6.223556114903772E-9
2481,3,3.761702449533999E-9,1.4710455076283324E-15,3.761698813553593E-9
2491,1,2.511663617088544E-7,1.634803403760543E-14,2.5116623827980966E-7
2491,2,6.173672684184339E-9,2.7755575615628914E-16,6.1737111534121425E-9
2491,3,3.731561420972085E-9,4.440892098500626E-16,3.731576408982917E-9
2501,1,2.491618492500569E-7,1.4557799410397365E-14,2.4916180232925633E-7
2501,2,6.124401541462987E-9,1.6653345369377348E-16,6.12438588731834E-9
2501,3,3.7017806597816616E-9,2.498001805406602E-16,3.70177269393146E-9
2511,1,2.4718123592393226E-7,1.5917822615563182E-14,2.471811204884933E-7
2511,2,6.0757183728554764E-9,1.1657341758564144E-15,6.07569777821837E-9
2511,3,3.6723547813810598E-9,5.828670879282072E-16,3.6723448448849894E-9
2521,1,2.4522414864003306E-7,1.264266469291897E-14,2.452240119021898E-7
2521,2,6.027614241066459E-9,3.885780586188048E-16,6.027637833305732E-9
2521,3,3.6432778738326732E-9,4.718447854656915E-16,3.6432872274616557E-9
2531,1,2.4329021036662013E-7,1.5029644195863057E-14,2.432900727822318E-7
2531,2,5.980077433243025E-9,5.551115123125783E-17,5.980113015890964E-9
2531,3,3.6145445525548325E-9,1.915134717478395E-15,3.6145628434791632E-9
2541,1,2.41379059920388E-7,1.5404344466674047E-14,2.4137888868236423E-7
2541,2,5.933101732136237E-9,3.885780586188048E-16,5.933132374291716E-9
2541,3,3.5861521807678542E-9,1.0547118733938987E-15,3.5861690006466773E-9
2551,1,2.3949034351489207E-7,1.5890067039947553E-14,2.39490226122685E-7
2551,2,5.8866764796050575E-9,5.551115123125783E-17,5.886700293888936E-9
2551,3,3.5580912938204534E-9,2.220446049250313E-16,3.558105476919593E-9
2561,1,2.3762370729429882E-7,1.4141465776162931E-14,2.376236208079252E-7
2561,2,5.840795513911701E-9,1.6653345369377348E-16,5.840762207220962E-9
2561,3,3.5303594769775515E-9,5.828670879282072E-16,3.530350040081842E-9
2571,1,2.3577880886582747E-7,1.3003487175922146E-14,2.357787096951558E-7
2571,2,5.795446955669803E-9,7.216449660063518E-16,5.7954408494431675E-9
2571,3,3.5029489864335517E-9,5.273559366969494E-16,3.5029466549652E-9
2581,1,2.3395531308090245E-7,1.3683498778505054E-14,2.339553187014065E-7
2581,2,5.750625087230787E-9,7.216449660063518E-16,5.750627585232593E-9
2581,3,3.475857879298161E-9,6.106226635438361E-16,3.4758423084202406E-9
2591,1,2.3215289109146386E-7,1.2184697695261093E-14,2.3215275837817906E-7
2591,2,5.706321526410818E-9,6.106226635438361E-16,5.7063602731943774E-9
2591,3,3.449079827300139E-9,1.3877787807814457E-15,3.4490971190237474E-9
2601,1,2.3037121524294157E-7,1.3336554083309693E-14,2.3037112398260895E-7
2601,2,5.66252794653721E-9,2.7755575615628914E-16,5.662508018033918E-9
2601,3,3.4226104173029626E-9,6.661338147750939E-16,3.4226002310067116E-9
2611,1,2.2860997504758895E-7,1.289246487345963E-14,2.2860989082329475E-7
2611,2,5.619236853604548E-9,9.43689570931383E-16,5.619207044116337E-9
2611,3,3.396442793679455E-9,1.915134717478395E-15,3.3964203116632063E-9
2621,1,2.2686885325917672E-7,1.1726730697603216E-14,2.2686873293875642E-7
2621,2,5.576439976451297E-9,2.7755575615628914E-16,5.5764546869063736E-9
2621,3,3.3705742641387815E-9,4.996003610813204E-16,3.370588086415438E-9
2631,1,2.251475471615194E-7,1.5029644195863057E-14,2.2514745093293875E-7
2631,2,5.53413059822816E-9,2.220446049250313E-16,5.53414142290265E-9
2631,3,3.345002219656834E-9,8.326672684688674E-17,3.345001720056473E-9
2641,1,2.2344575803523448E-7,1.1837753000065732E-14,2.234456557836939E-7
2641,2,5.4923006698182064E-9,0.0,5.492320154232289E-9
2641,3,3.3197175008936597E-9,3.3306690738754696E-16,3.3197302962140185E-9
2651,1,2.2176319133815348E-7,1.1005085731596864E-14,2.2176311656463277E-7
2651,2,5.45094308579408E-9,4.996003610813204E-16,5.450963735942338E-9
2651,3,3.2947208294942243E-9,1.1102230246251565E-16,3.2947241879188738E-9
2661,1,2.200995565942998E-7,1.429412144204889E-14,2.200994982104465E-7
2661,2,5.41005018561691E-9,5.551115123125783E-17,5.410025871732671E-9
2661,3,3.270004322875053E-9,1.1379786002407855E-15,3.2699795371460283E-9
2671,1,2.184545732919485E-7,1.0019762797242038E-14,2.1845448852642058E-7
2671,2,5.369616529193877E-9,4.440892098500626E-16,5.36962524444462E-9
2671,3,3.2455634846328962E-9,8.326672684688674E-16,3.245560542541881E-9
2681,1,2.1682796044752983E-7,1.0894063429134349E-14,2.1682785425469753E-7
2681,2,5.3296351221199245E-9,1.5543122344752192E-15,5.329632513095817E-9
2681,3,3.2213973433226073E-9,1.3600232051658168E-15,3.2213882117382298E-9
2691,1,2.1521945110791751E-7,1.0200174038743626E-14,2.1521933082913058E-7
2691,2,5.290097360166612E-9,7.216449660063518E-16,5.2901401037530604E-9
2691,3,3.197500847429424E-9,6.938893903907228E-16,3.1975186665089694E-9
2701,1,2.1362877278274794E-7,1.0699774399824946E-14,2.1362874350061567E-7
2701,2,5.250998524886086E-9,2.7755575615628914E-16,5.2509451786697525E-9
2701,3,3.173868445838224E-9,5.551115123125783E-16,3.1738349726140314E-9
2711,1,2.1205566384796537E-7,1.366962099069724E-14,2.1205554215364408E-7
2711,2,5.212332010451348E-9,5.551115123125783E-17,5.212364817541726E-9
2711,3,3.1504965580797517E-9,1.0547118733938987E-15,3.150514377159297E-9
2721,1,2.1049986861920722E-7,1.201816424156732E-14,2.1049977852460877E-7
2721,2,5.1740888795670514E-9,6.661338147750939E-16,5.174074335645429E-9
2721,3,3.1273816036847535E-9,9.992007221626409E-16,3.1273730272118883E-9
2731,1,2.0896113049617693E-7,1.1907141939104804E-14,2.0896105581980073E-7
2731,2,5.136267355876356E-9,4.440892098500626E-16,5.136265357474912E-9
2731,3,3.1045216952740873E-9,2.498001805406602E-16,3.1045180592936816E-9
2741,1,2.074392048551088E-7,1.0685896612017132E-14,2.0743911724463437E-7
2741,2,5.098858724128519E-9,5.551115123125783E-17,5.098838518069471E-9
2741,3,3.0819094221090637E-9,4.718447854656915E-16,3.081899735413174E-9
2751,1,2.059338451987358E-7,1.1254885912137524E-14,2.0593376351407677E-7
2751,2,5.061857044630358E-9,1.9984014443252818E-15,5.061862207167422E-9
2751,3,3.059544978478712E-9,2.7755575615628914E-16,3.059538261629413E-9
2761,1,2.044448134397303E-7,1.1449174941446927E-14,2.0444467510594144E-7
2761,2,5.025257376889414E-9,1.0547118733938987E-15,5.025256710755599E-9
2761,3,3.037421758556036E-9,7.216449660063518E-16,3.037418733198294E-9
2771,1,2.0297187176832043E-7,9.867107131356079E-15,2.0297176009376194E-7
2771,2,4.989052448944875E-9,2.220446049250313E-16,4.989037571956345E-9
2771,3,3.0155385966068593E-9,6.661338147750939E-16,3.0155319907798628E-9
2781,1,2.015147915895854E-7,1.1074474670635936E-14,2.0151465254802936E-7
2781,2,4.953236543148165E-9,3.885780586188048E-16,4.9532258294959775E-9
2781,3,2.9938909407167813E-9,3.885780586188048E-16,2.993889025582064E-9
2791,1,2.0007334612659466E-7,9.228728892196614E-15,2.0007328352389386E-7
2791,2,4.917805718207546E-9,4.996003610813204E-16,4.917793616776578E-9
2791,3,2.972474516527157E-9,2.7200464103316335E-15,2.972467577633253E-9
2801,1,1.9864731087837484E-7,9.797718192317006E-15,1.986472318027399E-7
2801,2,4.8827534238071735E-9,2.7755575615628914E-16,4.882770743286358E-9
2801,3,2.9512891852601086E-9,7.216449660063518E-16,2.951289435060289E-9
2811,1,1.9723646746405699E-7,9.131584377541913E-15,1.972363667113175E-7
2811,2,4.8480748304768895E-9,4.440892098500626E-16,4.848092316489527E-9
2811,3,2.9303278414882783E-9,6.661338147750939E-16,2.930322096084126E-9
2821,1,1.9584060055588548E-7,9.089951014118469E-15,1.9584048141507715E-7
2821,2,4.81376433159042E-9,2.220446049250313E-16,4.813800302816418E-9
2821,3,2.9095901521447587E-9,1.7208456881689926E-15,2.9096114684268315E-9
2831,1,1.9445950064089779E-7,1.033895191682177E-14,1.9445945889651206E-7
2831,2,4.779818596478691E-9,1.609823385706477E-15,4.779825091283385E-9
2831,3,2.8890712877593927E-9,1.6653345369377348E-16,2.8890633496647666E-9
2841,1,1.9309295842817598E-7,1.086630785351872E-14,1.930928112126029E-7
2841,2,4.746227300067574E-9,1.1102230246251565E-15,4.746217474593806E-9
2841,3,2.8687692776863116E-9,3.3306690738754696E-16,2.8687629216594956E-9
2851,1,1.9174076958117237E-7,1.1296519275560968E-14,1.9174064438964855E-7
2851,2,4.712991497068941E-9,7.216449660063518E-16,4.713040901993537E-9
2851,3,2.8486792091886315E-9,1.1102230246251565E-16,2.8486973890906597E-9
2861,1,1.9040273604997715E-7,9.506284648352903E-15,1.9040269186310077E-7
2861,2,4.6801017505870846E-9,1.0547118733938987E-15,4.680071941098873E-9
2861,3,2.828800166332357E-9,8.049116928532385E-16,2.8287908127033745E-9
2871,1,1.8907865929895795E-7,9.423017921506016E-15,1.8907855606209445E-7
2871,2,4.647556173242862E-9,8.881784197001252E-16,4.647596973939017E-9
2871,3,2.8091282078257507E-9,4.718447854656915E-16,2.8091508286198774E-9
2881,1,1.8776834929956632E-7,7.299716386910404E-15,1.8776828161759518E-7
2881,2,4.615348103698125E-9,1.7763568394002505E-15,4.615356763437717E-9
2881,3,2.789660835667007E-9,1.3322676295501878E-15,2.789658670732109E-9
2891,1,1.8647161002804946E-7,9.728329253277934E-15,1.8647158708806622E-7
2891,2,4.583474821906464E-9,7.216449660063518E-16,4.583424029203087E-9
2891,3,2.770396273499287E-9,1.6653345369377348E-15,2.770360524317894E-9
2901,1,1.85188257076363E-7,1.2864709297844001E-14,1.8518817504475926E-7
2901,2,4.551930221641243E-9,8.326672684688674E-16,4.551899634996914E-9
2901,3,2.7513282485625012E-9,1.1657341758564144E-15,2.7513046285676523E-9
2911,1,1.8391810840956424E-7,7.951972413877684E-15,1.8391800774009148E-7
2911,2,4.520710028543817E-9,1.0547118733938987E-15,4.52074216950038E-9
2911,3,2.7324583429244598E-9,1.1102230246251565E-15,2.732476744871093E-9
2921,1,1.8266098188168822E-7,9.284240043427872E-15,1.8266088555596305E-7
2921,2,4.489810356833601E-9,5.551115123125783E-17,4.489826233022853E-9
2921,3,2.713781338536947E-9,3.3306690738754696E-16,2.7137841973612353E-9
2931,1,1.8141669971827312E-7,6.00908212078366E-15,1.814166701585851E-7
2931,2,4.459225433350866E-9,3.885780586188048E-16,4.459218605479265E-9
2931,3,2.695294959442762E-9,1.3322676295501878E-15,2.6952883813713413E-9
2941,1,1.8018508840533798E-7,6.356026815979021E-15,1.8018500283489836E-7
2941,2,4.428951594359631E-9,1.6653345369377348E-16,4.42897768460071E-9
2941,3,2.6769969019291295E-9,8.881784197001252E-16,2.6769964023287685E-9
2951,1,1.7896597857836039E-7,5.925815393936773E-15,1.7896588369592514E-7
2951,2,4.39898673043615E-9,4.440892098500626E-16,4.399011932498809E-9
2951,3,2.658886222306478E-9,3.3306690738754696E-16,2.6589019319622764E-9
2961,1,1.7775919941565022E-7,6.689093723366568E-15,1.7775916053008878E-7
2961,2,4.369324513309181E-9,4.440892098500626E-16,4.36934249892218E-9
2961,3,2.640955676369572E-9,5.551115123125783E-17,2.640964336109164E-9
2971,1,1.7656458316250845E-7,6.980527267330672E-15,1.7656452747094598E-7
2971,2,4.33996022453087E-9,9.43689570931383E-16,4.339929082775029E-9
2971,3,2.6232068461862212E-9,3.885780586188048E-16,2.623192912887262E-9
2981,1,1.7538197026600866E-7,7.258083023486961E-15,1.7538186683485613E-7
2981,2,4.310891865699773E-9,1.1657341758564144E-15,4.3109087966008985E-9
2981,3,2.6056388435780065E-9,2.7755575615628914E-17,2.6056412028019338E-9
2991,1,1.7421119817562225E-7,8.409939411535561E-15,1.742111909452948E-7
2991,2,4.282113941211918E-9,6.106226635438361E-16,4.282065757532649E-9
2991,3,2.5882444520952674E-9,0.0,2.5882100074259284E-9
3001,1,1.730521126813711E-7,5.953570969552402E-15,1.7305200142314625E-7
3001,2,4.253624508177012E-9,4.440892098500626E-16,4.253612739812951E-9
3001,3,2.5710239215381847E-9,1.4432899320127035E-15,2.5710256146282973E-9
3011,1,1.7190455495197376E-7,8.618106228652778E-15,1.719044795678304E-7
3011,2,4.2254163501453945E-9,6.661338147750939E-16,4.225455652040466E-9
3011,3,2.553974587371499E-9,1.3877787807814457E-16,2.553997069387748E-9
3021,1,1.7076837469098827E-7,9.520162436160717E-15,1.707683712492969E-7
3021,2,4.197490022228578E-9,7.216449660063518E-16,4.197449943177389E-9
3021,3,2.53709392383783E-9,0.0,2.537077298248036E-9
3031,1,1.6964342142156141E-7,7.813194535799539E-15,1.6964343432790407E-7
3031,2,4.169837641843088E-9,5.551115123125783E-17,4.169795175812396E-9
3031,3,2.5203802656026397E-9,5.273559366969494E-16,2.520349345891404E-9
3041,1,1.68529546956675E-7,6.5780714209040525E-15,1.6852950149304213E-7
3041,2,4.142459097966622E-9,6.661338147750939E-16,4.142426346387396E-9
3041,3,2.5038316975312114E-9,9.992007221626409E-16,2.503825369259971E-9
3051,1,1.6742660784163643E-7,6.411537967210279E-15,1.6742655853385635E-7
3051,2,4.115347784772183E-9,6.661338147750939E-16,4.115387086667255E-9
3051,3,2.487445610599437E-9,1.6653345369377348E-16,2.487469286105437E-9
3061,1,1.6633445952540793E-7,4.524158825347513E-15,1.6633436653035183E-7
3061,2,4.088503313681713E-9,8.326672684688674E-16,4.088537175483964E-9
3061,3,2.471219784361267E-9,1.7486012637846216E-15,2.471241322687945E-9
3071,1,1.6525296465952355E-7,8.451572774959004E-15,1.652529000584213E-7
3071,2,4.061920577669298E-9,2.7755575615628914E-16,4.061906477836885E-9
3071,3,2.4551514432591404E-9,8.326672684688674E-16,2.455152470215438E-9
3081,1,1.6418198382772697E-7,6.2450045135165055E-15,1.641819350750584E-7
3081,2,4.035596135043562E-9,5.551115123125783E-17,4.035600242868753E-9
3081,3,2.4392410313822666E-9,1.0547118733938987E-15,2.439238339091432E-9
3091,1,1.6312137848806252E-7,5.23192600354605E-15,1.6312132969376059E-7
3091,2,4.0095257114458605E-9,1.6653345369377348E-16,4.009552190264998E-9
3091,3,2.423482525770737E-9,1.4432899320127035E-15,2.4234889928198555E-9
3101,1,1.620710179395246E-7,7.313594174718219E-15,1.6207095890341527E-7
3101,2,3.9837089182981344E-9,0.0,3.983672169916019E-9
3101,3,2.40787764727024E-9,7.216449660063518E-16,2.407870208775975E-9
3111,1,1.6103076852513887E-7,7.965850201685498E-15,1.6103069946926674E-7
3111,2,3.958140371018715E-9,3.885780586188048E-16,3.958118166558222E-9
3111,3,2.392422482344614E-9,4.718447854656915E-16,2.392424286457029E-9
3121,1,1.600005045815367E-7,6.189493362285248E-15,1.6000047534103778E-7
3121,2,3.932815240137444E-9,3.885780586188048E-16,3.932786707405711E-9
3121,3,2.377116475882346E-9,1.0824674490095276E-15,2.3770911072862333E-9
3131,1,1.5898009619874642E-7,3.566591466608315E-15,1.5898001229364134E-7
3131,2,3.907734025254683E-9,8.326672684688674E-16,3.907744516862266E-9
3131,3,2.3619560196586065E-9,8.326672684688674E-16,2.361957851526597E-9
3141,1,1.5796941578438695E-7,7.369105325949477E-15,1.5796942201551367E-7
3141,2,3.882890953210705E-9,6.661338147750939E-16,3.8829197079870426E-9
3141,3,2.3469403642728537E-9,1.1102230246251565E-16,2.3469408638732148E-9
3151,1,1.5696834586298447E-7,6.13398221105399E-15,1.5696827995737017E-7
3151,2,3.8582853578716936E-9,1.3322676295501878E-15,3.858318775584735E-9
3151,3,2.3320678443905507E-9,1.7486012637846216E-15,2.332074033883913E-9
3161,1,1.5597675982748083E-7,5.648259637780484E-15,1.5597675642742281E-7
3161,2,3.8339111885221655E-9,2.220446049250313E-16,3.833925066309973E-9
3161,3,2.3173352958760773E-9,1.942890293094024E-16,2.3173331309411793E-9
3171,1,1.5499454185385897E-7,8.798517470154366E-15,1.5499446695543817E-7
3171,2,3.809768556184423E-9,7.216449660063518E-16,3.80981168834893E-9
3171,3,2.3027443007972437E-9,7.771561172376096E-16,2.3027739992631524E-9
3181,1,1.5402157033106434E-7,7.91033905045424E-15,1.5402159217470235E-7
3181,2,3.785852631388309E-9,3.885780586188048E-16,3.78584097404655E-9
3181,3,2.2882883088382044E-9,2.7755575615628914E-16,2.2882832295678668E-9
3191,1,1.530577339731165E-7,4.1494585545365226E-15,1.5305771253193434E-7
3191,2,3.76216147124353E-9,8.881784197001252E-16,3.762194944467723E-9
3191,3,2.2739688465556185E-9,4.996003610813204E-16,2.273976895672547E-9
3201,1,1.5210291452738556E-7,6.564193633096238E-15,1.521028930862034E-7
3201,2,3.738692411214828E-9,4.996003610813204E-16,3.738733711511344E-9
3201,3,2.2597828885917437E-9,8.326672684688674E-16,2.2597979321137274E-9
3211,1,1.511570048851052E-7,5.7870375158586285E-15,1.511569492074205E-7
3211,2,3.7154407883654983E-9,7.216449660063518E-16,3.715385721303477E-9
3211,3,2.245728131233804E-9,2.7755575615628914E-16,2.2456989878794076E-9
3221,1,1.5021988795937968E-7,5.037636974236648E-15,1.5021985214080935E-7
3221,2,3.6924075463851125E-9,2.7755575615628914E-16,3.6923588631054827E-9
3221,3,2.231806905950151E-9,9.992007221626409E-16,2.2317767078838813E-9
3231,1,1.4929146237296909E-7,4.260480856999038E-15,1.4929144245834358E-7
3231,2,3.6695864680247325E-9,6.661338147750939E-16,3.6695405603026643E-9
3231,3,2.2180135228477837E-9,1.942890293094024E-16,2.217979411245352E-9
3241,1,1.4837161536884746E-7,3.899658373995862E-15,1.483715843797473E-7
3241,2,3.6469778308401146E-9,1.5543122344752192E-15,3.6469967601426845E-9
3241,3,2.2043474268151897E-9,6.38378239159465E-16,2.204353616308552E-9
3251,1,1.4746024283585069E-7,3.6914915568786455E-15,1.4746017454325688E-7
3251,2,3.624576416783043E-9,0.0,3.624608058139245E-9
3251,3,2.1908082847854615E-9,5.828670879282072E-16,2.19080911745273E-9
3261,1,1.4655724348000554E-7,6.189493362285248E-15,1.4655719274281331E-7
3261,2,3.602379672340561E-9,5.551115123125783E-17,3.6024249139288145E-9
3261,3,2.1773919056666813E-9,1.1102230246251565E-16,2.177420604931868E-9
3271,1,1.4566251213543602E-7,8.146261443187086E-15,1.456624368068038E-7
3271,2,3.580387430979215E-9,6.106226635438361E-16,3.5804089137947415E-9
3271,3,2.1640988168147857E-9,8.326672684688674E-16,2.1641038683295477E-9
3281,1,1.447759497841261E-7,5.245803791353865E-15,1.4477594204032052E-7
3281,2,3.558595640384965E-9,4.440892098500626E-16,3.5586187885350284E-9
3281,3,2.1509265202279693E-9,8.049116928532385E-16,2.1509450054413293E-9
3291,1,1.4389745575660307E-7,3.247402347028583E-15,1.4389741312403892E-7
3291,2,3.537001358466796E-9,1.7763568394002505E-15,3.5369712714228285E-9
3291,3,2.1378746273281735E-9,3.0531133177191805E-16,2.1378658288107033E-9
3301,1,1.430269351981872E-7,6.0645932720149176E-15,1.4302696940693416E-7
3301,2,3.515605639936581E-9,2.7755575615628914E-16,3.5155515165641305E-9
3301,3,2.1249413895141345E-9,1.6653345369377348E-15,2.1249080273122445E-9
3311,1,1.4216428967372963E-7,5.703770789011742E-15,1.4216418778301154E-7
3311,2,3.4944018234561725E-9,1.0547118733938987E-15,3.494423583827455E-9
3311,3,2.112125252473618E-9,1.3877787807814457E-15,2.112151231692394E-9
3321,1,1.4130942441181737E-7,3.95516952522712E-15,1.4130942929679868E-7
3321,2,3.4733884657356384E-9,1.3322676295501878E-15,3.4734208287368062E-9
3321,3,2.0994239957605743E-9,2.7755575615628914E-16,2.0994371241478404E-9
3331,1,1.4046224820762898E-7,5.204170427930421E-15,1.4046219368180068E-7
3331,2,3.452564900641164E-9,6.661338147750939E-16,3.4525151071385096E-9
3331,3,2.0868380912197892E-9,8.326672684688674E-16,2.08680567270747E-9
3341,1,1.3962266719180771E-7,5.037636974236648E-15,1.3962268000100586E-7
3341,2,3.431928130570583E-9,1.7208456881689926E-15,3.4319275754590706E-9
3341,3,2.0743638751152815E-9,6.661338147750939E-16,2.074360738735237E-9
3351,1,1.3879059167221097E-7,5.9119376061289586E-15,1.3879054308607586E-7
3351,2,3.411474547299065E-9,1.6653345369377348E-16,3.411446736212298E-9
3351,3,2.0620023466477733E-9,1.6653345369377348E-16,2.0619923546405516E-9
3361,1,1.3796593005543922E-7,2.4841240175987878E-15,1.3796593981152405E-7
3361,2,3.391205150027332E-9,1.7208456881689926E-15,3.391159242305264E-9
3361,3,2.049750869037581E-9,1.1657341758564144E-15,2.049721253838399E-9
3371,1,1.3714859814495384E-7,2.761679773755077E-15,1.3714855187640929E-7
3371,2,3.3711143321291104E-9,4.440892098500626E-16,3.3711234359579123E-9
3371,3,2.037607471638836E-9,1.2212453270876722E-15,2.0376031695246155E-9
3381,1,1.363385079555801E-7,2.3175905639050143E-15,1.3633851472794056E-7
3381,2,3.351204147516995E-9,6.106226635438361E-16,3.3511422525833723E-9
3381,3,2.0255723487405675E-9,1.5265566588595902E-15,2.025538375916014E-9
3391,1,1.355355732785002E-7,2.581268532253489E-15,1.3553556624246177E-7
3391,2,3.331466824629814E-9,7.216449660063518E-16,3.3314054292965523E-9
3391,3,2.0136431133632726E-9,1.3877787807814457E-16,2.013609945450412E-9
3401,1,1.347397116657767E-7,3.622102617839573E-15,1.347396299256065E-7
3401,2,3.3119045839136163E-9,1.6653345369377348E-16,3.3118761066930347E-9
3401,3,2.001818211194717E-9,1.0269562977782698E-15,2.0018127711018963E-9
3411,1,1.3395083932332685E-7,2.9282132274488504E-15,1.339508599873529E-7
3411,2,3.2925142612327818E-9,5.551115123125783E-17,3.2924702408898554E-9
3411,3,1.9900979197906565E-9,8.049116928532385E-16,1.9900713577047924E-9
3421,1,1.3316887542691447E-7,7.299716386910404E-15,1.3316884497904802E-7
3421,2,3.2732934696078075E-9,9.43689570931383E-16,3.2733270538543024E-9
3421,3,1.9784810734169156E-9,2.7200464103316335E-15,1.9784869853545217E-9
3431,1,1.323937390829144E-7,5.1486592766991635E-15,1.3239373622409012E-7
3431,2,3.2542395445034344E-9,6.106226635438361E-16,3.2541876970881844E-9
3431,3,1.966966090005684E-9,1.1934897514720433E-15,1.966927898333637E-9
3441,1,1.3162534828747852E-7,3.0808688933348094E-15,1.316253757377428E-7
3441,2,3.2353531520534773E-9,1.1102230246251565E-15,3.235293810632811E-9
3441,3,1.9555476404864436E-9,4.718447854656915E-16,1.955516415463876E-9
3451,1,1.3086362796177475E-7,3.372302437298913E-15,1.308636530528151E-7
3451,2,3.216630461988501E-9,2.7755575615628914E-16,3.2165916596937905E-9
